,Unnamed: 0.1,name,sex,candidate_id,region_id
98,98,Ute Sanchez,female,4,11
99,99,Monika Brunet,female,1,11
100,100,Alba Rodriguez,female,1,23
101,101,Werner Rey,male,1,4
102,102,Liliane Richard,female,3,16
103,103,Suzanne Gautier,female,3,4
104,104,Fritz Bertrand,male,3,32
105,105,Carlo Carpentier,male,3,33
106,106,Javier Girard,male,4,19
107,107,Silvan Dupont,male,1,32
108,108,Arno Martin,male,1,11
109,109,Emine Simon,female,1,10
110,110,Medina Henry,female,4,2
111,111,Audrey Menard,female,4,24
112,112,Karl Leclerc,male,1,10
113,113,Azra Meyer,female,2,16
114,114,Mathias Meyer,male,3,16
115,115,Goran Gauthier,male,2,27
116,116,Meinrad Dupont,male,2,6
117,117,Joy Marie,female,4,27
118,118,Liv Blanc,female,1,1
119,119,Adnan David,male,4,30
120,120,Hilda Robin,female,3,13
121,121,Odette Girard,female,2,33
122,122,Mustafa Gonzalez,male,3,12
123,123,Vivienne Rolland,female,2,29
124,124,José Thomas,male,2,19
125,125,Valeria Girard,female,1,27
126,126,Hannes Girard,male,4,4
127,127,Raquel Lecomte,female,3,25
128,128,Josiane Durand,female,2,34
129,129,Diogo Picard,male,3,18
130,130,Pierre-Alain Nguyen,male,1,18
131,131,Amira Laurent,female,2,30
132,132,Simon Colin,male,4,31
133,133,Gianna Guerin,female,1,33
134,134,Christian Renard,male,3,3
135,135,Thibault Arnaud,male,2,9
136,136,Marie Brunet,female,4,31
137,137,Ludwig Lucas,male,2,31
138,138,Philippe Joly,male,1,33
139,139,Cecilia Hubert,female,1,19
140,140,Valentin Bonnet,male,2,16
141,141,Lucien Masson,male,1,21
142,142,Graziella Perrin,female,1,3
143,143,Juliana Bourgeois,female,4,22
144,144,Beatrix Fournier,female,4,30
145,145,Cristiano Guillaume,male,3,32
146,146,Elif Robert,female,3,9
147,147,Fabio Schmitt,male,3,31
148,148,Antonio Henry,male,4,5
149,149,Erich Roussel,male,4,30
150,150,Nick Deschamps,male,2,6
151,151,Volker Boyer,male,2,20
152,152,Mathilde Morel,female,3,6
153,153,Cyril Leclercq,male,3,29
154,154,Peter Lambert,male,4,34
155,155,Malin Muller,female,2,8
156,156,Laurence Leclerc,female,1,6
157,157,Margareta Marchand,female,4,13
158,158,Ludwig Fleury,male,4,15
159,159,Raffaella Morel,female,1,27
160,160,Jérémie David,male,2,6
161,161,Aurora Renard,female,4,11
162,162,Lena Gonzalez,female,3,21
163,163,Maria Brun,female,2,31
164,164,Therese Nguyen,female,1,23
165,165,Timo Dufour,male,3,16
166,166,Karine Marie,female,2,32
167,167,Albin Rey,male,4,16
168,168,Peter Dubois,male,2,5
169,169,Solange Bourgeois,female,1,1
170,170,Aron Girard,male,3,1
171,171,Hermine Robin,female,1,29
172,172,Marcus Legrand,male,1,26
173,173,Gonçalo Bernard,male,2,11
174,174,Marco Morel,male,3,13
175,175,Bryan Bernard,male,1,10
176,176,Carmine Roussel,male,4,32
177,177,Sharon Garnier,female,3,3
178,178,Georgios Menard,male,1,33
179,179,Artur Adam,male,2,20
180,180,Agnes Garnier,female,3,28
181,181,Leonard Mercier,male,4,7
182,182,Ronja Pierre,female,4,15
183,183,Eugen Perez,male,4,10
184,184,Pierrette Menard,female,3,10
185,185,Marc Lecomte,male,4,20
186,186,Nicholas Thomas,male,2,24
187,187,James Gaillard,male,4,31
188,188,Ingeborg Mercier,female,3,15
189,189,Yanick Rolland,male,4,6
190,190,Luisa Sanchez,female,4,5
191,191,Jasmine Robert,female,3,15
192,192,Sina Nicolas,female,3,11
193,193,Christof Blanc,male,3,14
194,194,Jeanine Lecomte,female,1,34
195,195,Carola Berger,female,1,14
196,196,Alexis Meunier,male,3,28
197,197,Liana Faure,female,3,18
198,198,Astrid Carpentier,female,2,29
199,199,Paulina Perrin,female,4,14
200,200,Louis Morin,male,2,17
201,201,Stefania Gerard,female,1,12
202,202,Ana Dufour,female,4,24
203,203,Dragana Leclercq,female,2,30
204,204,Roland Chevalier,male,2,20
205,205,Émile Morin,male,3,34
206,206,Deborah Perrin,female,2,7
207,207,Silvan Guerin,male,4,2
208,208,Éveline Lopez,female,2,33
209,209,Mateo Carpentier,male,1,17
210,210,Tom Brunet,male,4,5
211,211,Valérie Simon,female,3,17
212,212,Joel Fournier,male,3,5
213,213,Silvia Jean,female,2,16
214,214,Gianfranco Dupont,male,2,3
215,215,Timo Leroy,male,3,6
216,216,Afrim Rodriguez,male,2,5
217,217,Audrey Olivier,female,3,5
218,218,Carine Perrin,female,2,25
219,219,Verena Brun,female,1,9
220,220,Javier Lucas,male,1,7
221,221,Francesca Meunier,female,2,29
222,222,Roswitha Thomas,female,2,2
223,223,Diego Lemaire,male,3,21
224,224,Monica Guerin,female,4,24
225,225,Pierre Joly,male,2,20
226,226,Cäcilia Robin,female,4,23
227,227,Sarina Gaillard,female,1,15
228,228,Vincent Roux,male,3,20
229,229,Gilbert Hubert,male,2,29
230,230,Sylviane Vidal,female,4,15
231,231,Karin Vidal,female,3,2
232,232,Kim Dupuis,female,3,28
233,233,Urban Marchand,male,2,28
234,234,Giovanna Gautier,female,2,14
235,235,Diane Gautier,female,2,24
236,236,Thi Blanchard,female,2,24
237,237,Alexis Jean,male,1,15
238,238,Sigrid Schmitt,female,1,13
239,239,Henry Joly,male,2,33
240,240,Hermine Girard,female,3,12
241,241,Ida Lefevre,female,4,8
242,242,Gioia Garcia,female,2,32
243,243,Joana Roussel,female,4,26
244,244,Mehmet Renaud,male,3,22
245,245,Nikola Marchand,male,2,33
246,246,Jana Joly,female,4,11
247,247,Arnold Dumont,male,1,15
248,248,Javier Fabre,male,2,25
249,249,Inge Garcia,female,2,18
250,250,Fabrice Fleury,male,1,19
251,251,Esther Leroy,female,2,18
252,252,Eline Leroux,female,3,12
253,253,Quentin Roger,male,1,12
254,254,Sharon Girard,female,1,23
255,255,Cristina Charles,female,1,25
256,256,Leandro Carpentier,male,1,23
257,257,Hans-Peter Dupuis,male,4,18
258,258,Éric Gauthier,male,4,33
259,259,Petar Dubois,male,4,13
260,260,Xaver Morin,male,2,17
261,261,Léon Mathieu,male,1,7
262,262,Gertrud Morin,female,3,10
263,263,Edmond Menard,male,2,22
264,264,Wilhelm Girard,male,2,24
265,265,Brian Menard,male,1,25
266,266,Gino Lefebvre,male,2,21
267,267,Eduardo Dupuis,male,2,15
268,268,Naim Duval,male,4,11
269,269,Béatrice Charles,female,3,9
270,270,Luka Faure,male,4,23
271,271,Emil Schmitt,male,3,9
272,272,Adeline Lacroix,female,4,26
273,273,Maxime Schmitt,male,2,22
274,274,Grazia Clement,female,3,15
275,275,Marie-Thérèse Lopez,female,1,21
276,276,Martin Gaillard,male,4,15
277,277,Hatice Jean,female,3,6
278,278,Sophie Joly,female,2,8
279,279,Ana David,female,3,15
280,280,Béatrice Lopez,female,4,7
281,281,Niklas Pierre,male,2,10
282,282,Silvio Meyer,male,3,1
283,283,Milan Hubert,male,3,31
284,284,Ivano Roche,male,3,6
285,285,Regina Clement,female,1,13
286,286,Rebecca Fournier,female,1,4
287,287,Matilde Olivier,female,1,16
288,288,Xenia Berger,female,3,21
289,289,Bajram Muller,male,1,14
290,290,Chris Moulin,male,3,15
291,291,Valérie Richard,female,1,19
292,292,Ahmad Jean,male,1,1
293,293,Birgit Gonzalez,female,1,23
294,294,Rahel Lopez,female,4,7
295,295,Giuseppina Hubert,female,4,13
296,296,Aaron Dupuis,male,1,26
297,297,Leon Thomas,male,3,16
298,298,Zoran Fontai,male,3,26
299,299,Inès Morin,female,1,4
300,300,Denise Rodriguez,female,2,1
301,301,Elias Joly,male,4,22
302,302,Susanne Moulin,female,3,27
303,303,Pedro Bernard,male,2,17
304,304,Selin Roux,female,1,8
305,305,Irène Richard,female,2,4
306,306,Chloé Dupont,female,1,27
307,307,Juliette Lambert,female,2,6
308,308,Alan Bonnet,male,4,7
309,309,Lilian Fournier,female,1,27
310,310,George Dumont,male,2,5
311,311,Katja Charles,female,2,20
312,312,Gonçalo Masson,male,2,4
313,313,Lara Masson,female,2,19
314,314,Vivienne Garcia,female,4,20
315,315,Henri Noel,male,1,33
316,316,Alisha Richard,female,4,15
317,317,Noah Simon,male,2,25
318,318,Ljiljana Berger,female,1,5
319,319,Giovanna Morin,female,2,19
320,320,Jamie Bernard,male,4,6
321,321,Luís Fabre,male,2,3
322,322,Ursina Meyer,female,2,11
323,323,Amélie Joly,female,4,10
324,324,Tiffany Martinez,female,2,1
325,325,Adrian Nguyen,male,3,15
326,326,Andy Meunier,male,2,13
327,327,Giuseppina Lefevre,female,1,6
328,328,Gianluca Fleury,male,1,28
329,329,Isabella Thomas,female,2,11
330,330,Peter Lambert,male,2,17
331,331,Ernst Vidal,male,2,5
332,332,Mischa Garnier,male,2,20
333,333,Jules Roussel,male,2,31
334,334,Jeannine Muller,female,4,2
335,335,Giulio Vidal,male,3,6
336,336,Stefano Barbier,male,3,18
337,337,Otto Lopez,male,2,30
338,338,Moreno Olivier,male,4,1
339,339,Lian Renaud,male,4,13
340,340,Virginia Renard,female,3,30
341,341,Jeannine Duval,female,3,9
342,342,Benedikt Mathieu,male,4,16
343,343,Delphine Bertrand,female,3,21
344,344,Albina Lemaire,female,2,31
345,345,António Deschamps,male,1,33
346,346,Catarina Fernandez,female,4,28
347,347,Elisa Guillot,female,1,25
348,348,Marvin Adam,male,3,33
349,349,Patricia Martin,female,4,13
350,350,Adelina Riviere,female,1,34
351,351,Michal Fernandez,male,1,10
352,352,Eliana Roger,female,3,34
353,353,Nino Bourgeois,male,3,8
354,354,Hermann Girard,male,2,30
355,355,Celine Menard,female,1,34
356,356,Colin Lefebvre,male,3,22
357,357,Mark Nguyen,male,4,17
358,358,Georges Caron,male,1,22
359,359,Sandrine Henry,female,3,30
360,360,Henriette Lemoine,female,4,3
361,361,Slavica Fernandez,female,1,19
362,362,Werner Lucas,male,3,8
363,363,Justin Henry,male,1,16
364,364,Liv Lucas,female,3,5
365,365,Aurelia Moreau,female,3,22
366,366,Joel Rodriguez,male,4,13
367,367,Sonja Morin,female,2,21
368,368,Dino Dubois,male,1,13
369,369,Martine Dupuis,female,4,25
370,370,Myriam Barbier,female,3,33
371,371,Heidi Gaillard,female,3,1
372,372,Bajram Picard,male,4,27
373,373,Irène Colin,female,1,33
374,374,Gertrude Pierre,female,1,7
375,375,Fernanda Lucas,female,3,17
376,376,Seraina Renard,female,3,17
377,377,Omar Brunet,male,4,16
378,378,Astrid Fabre,female,1,5
379,379,Ibrahim Gauthier,male,3,4
380,380,Livia Morin,female,1,4
381,381,Kilian Roger,male,4,11
382,382,Armin Louis,male,3,2
383,383,Georgios Bourgeois,male,1,9
384,384,Mary Francois,female,3,20
385,385,Lorenz Gonzalez,male,2,20
386,386,Mauro Pierre,male,4,2
387,387,Claudine Le Gall,female,2,24
388,388,Jeanette Gauthier,female,2,3
389,389,Mohamad Lambert,male,4,29
390,390,Petar David,male,2,18
391,391,Greta Perrin,female,1,7
392,392,Dennis Moulin,male,1,34
393,393,Naim Lacroix,male,2,32
394,394,Klara Rey,female,1,3
395,395,Mirko Blanc,male,4,2
396,396,Marcus Nguyen,male,4,24
397,397,Timothy Garnier,male,1,27
398,398,Heiko Philippe,male,3,11
399,399,Giada Charles,female,3,15
400,400,Stephanie Lopez,female,4,34
401,401,Anna Roche,female,4,8
402,402,Gianfranco Brunet,male,2,23
403,403,Liselotte Roussel,female,1,10
404,404,Léo Leclercq,male,4,2
405,405,Patrik Francois,male,3,7
406,406,Beate Brun,female,3,30
407,407,Joëlle Masson,female,2,29
408,408,Giuliano Rey,male,3,1
409,409,Mirko Rey,male,3,2
410,410,Seline Gonzalez,female,4,11
411,411,Claire Arnaud,female,1,32
412,412,Yanis David,male,2,1
413,413,Michal Le Gall,male,2,4
414,414,Wolfgang Henry,male,3,25
415,415,Francisco Martin,male,4,12
416,416,Andreia Colin,female,2,24
417,417,Magdalena Faure,female,1,23
418,418,Orlando Arnaud,male,3,33
419,419,Dylan Richard,male,4,3
420,420,Julian Garcia,male,2,22
421,421,Jan Renard,male,3,9
422,422,Jules Nicolas,male,4,20
423,423,Dino Rey,male,4,14
424,424,Kristina Gonzalez,female,3,4
425,425,Walter Roger,male,3,8
426,426,Theo Dubois,male,4,8
427,427,Albina Fabre,female,1,12
428,428,Leyla Roy,female,4,24
429,429,Till Deschamps,male,3,27
430,430,Lise Lacroix,female,2,17
431,431,Willy Dumas,male,1,8
432,432,Inès Brun,female,3,29
433,433,Françoise Fabre,female,1,20
434,434,Mirjana Berger,female,3,33
435,435,Olivier Perrin,male,1,29
436,436,Étienne Bertrand,male,2,3
437,437,Isabella Joly,female,4,19
438,438,Roswitha Dumas,female,2,12
439,439,Annie Blanc,female,1,26
440,440,Marie-Claude Perrin,female,1,7
441,441,Marcus Adam,male,4,17
442,442,Gabriele Olivier,male,2,34
443,443,Viktoria Robert,female,3,30
444,444,Coralie Blanc,female,2,22
445,445,Didier Rey,male,1,13
446,446,Janis Dubois,male,2,5
447,447,Julie Laurent,female,1,28
448,448,Mira Bonnet,female,4,32
449,449,Michelle Mercier,female,1,5
450,450,Aurélien Bonnet,male,4,27
451,451,Alicia Jean,female,2,22
452,452,Frédéric Lopez,male,3,11
453,453,Nicholas Fournier,male,4,3
454,454,Jean-Jacques Barbier,male,2,32
455,455,Andrée Roux,female,1,5
456,456,Lukas Leroy,male,4,6
457,457,Pirmin Sanchez,male,3,9
458,458,Philipp Garcia,male,1,17
459,459,Julian Rey,male,4,4
460,460,Ivan Dufour,male,1,34
461,461,Liana Gauthier,female,4,11
462,462,Marko Dubois,male,2,7
463,463,Évelyne Riviere,female,3,16
464,464,Raphaela Laurent,female,3,21
465,465,Josiane Riviere,female,3,18
466,466,Andrea Martin,male,4,1
467,467,Zita Boyer,female,2,28
468,468,Kerstin Louis,female,2,24
469,469,Anneliese Bonnet,female,4,5
470,470,Johan Gerard,male,3,31
471,471,Salomé Fournier,female,1,22
472,472,Giuseppa Richard,female,3,16
473,473,Fynn Lambert,male,4,22
474,474,Pierre-André Clement,male,3,3
475,475,Nathan Moreau,male,4,25
476,476,Alfonso Aubert,male,3,20
477,477,Benno Rolland,male,1,29
478,478,Flavio Thomas,male,4,11
479,479,Leo Muller,male,4,7
480,480,Suzanne Arnaud,female,4,22
481,481,Esteban Brunet,male,3,30
482,482,Ali Barbier,male,4,23
483,483,Joseph Martin,male,1,7
484,484,Wolfgang Caron,male,1,1
485,485,Carol Menard,female,3,12
486,486,Michel Fernandez,male,1,16
487,487,Yael Richard,female,3,17
488,488,Erik Noel,male,1,16
489,489,Dragan Francois,male,4,22
490,490,Édouard Lefebvre,male,1,28
491,491,Selim Legrand,male,3,9
492,492,Renato Meunier,male,1,3
493,493,Rafael Moulin,male,1,3
494,494,Fatmir Adam,male,3,17
495,495,Torsten Riviere,male,3,4
496,496,Lino Schmitt,male,3,11
497,497,Robin Mathieu,male,4,9
498,498,Andres Roy,male,1,14
499,499,Marguerite Adam,female,2,6
500,500,Igor Berger,male,2,25
501,501,Ferdinand Bourgeois,male,2,18
502,502,Mona Leroy,female,4,25
503,503,Muriel Rodriguez,female,4,17
504,504,Thi Martinez,female,1,20
505,505,Alban Gaillard,male,4,15
506,506,Claire Morin,female,1,13
507,507,Leona Leclercq,female,3,13
508,508,Dino Morel,male,3,30
509,509,Hansruedi Perrin,male,3,20
510,510,Mael Bertrand,male,2,11
511,511,Karim Roussel,male,3,26
512,512,Hans-Peter Gonzalez,male,3,18
513,513,Gina Roger,female,2,11
514,514,William Moreau,male,4,17
515,515,Francisca Rousseau,female,2,7
516,516,Murat Bourgeois,male,1,27
517,517,Dany Gauthier,male,3,11
518,518,Yannik Pierre,male,4,18
519,519,Andre Dumas,male,1,31
520,520,Dino Francois,male,2,17
521,521,Christoph Fernandez,male,1,3
522,522,Maxim Arnaud,male,3,19
523,523,Liv Michel,female,2,31
524,524,Lenny Lemoine,male,2,22
525,525,Andrew Picard,male,4,34
526,526,Marilena Leroy,female,4,15
527,527,Nuria Blanchard,female,1,34
528,528,Max Caron,male,2,34
529,529,Günter Robin,male,3,4
530,530,Jeanine Pierre,female,1,2
531,531,Diane Gerard,female,4,30
532,532,Émilie Simon,female,1,34
533,533,Bruno Andre,male,3,24
534,534,Alicia Renaud,female,2,33
535,535,Noé Lopez,male,1,27
536,536,Alexis Fournier,male,4,27
537,537,Jana Rousseau,female,1,12
538,538,Selin Muller,female,2,26
539,539,Karolina Gonzalez,female,3,29
540,540,Alex Gerard,male,2,24
541,541,Jorge Da Silva,male,1,30
542,542,Nicole Rolland,female,3,12
543,543,Murat Lopez,male,1,25
544,544,Jocelyne Lefevre,female,1,13
545,545,Vanessa Girard,female,2,32
546,546,Eliana Giraud,female,1,34
547,547,Ramona Leroux,female,4,7
548,548,Karim Garnier,male,3,7
549,549,Andres Blanchard,male,2,18
550,550,Juliana David,female,4,25
551,551,August Morel,male,2,29
552,552,Gerardo Caron,male,1,11
553,553,Xaver Dumont,male,3,24
554,554,Margareta Gaillard,female,3,11
555,555,Rolf Carpentier,male,1,21
556,556,Salomé Durand,female,4,26
557,557,Leonardo Martinez,male,3,3
558,558,Hanspeter Martinez,male,4,7
559,559,Catherine Noel,female,1,34
560,560,Bastian Leclerc,male,1,10
561,561,Solange Marie,female,2,3
562,562,Bettina Masson,female,4,33
563,563,Ruth Roger,female,1,10
564,564,Concetta Pierre,female,1,16
565,565,Nancy Leclerc,female,3,31
566,566,Tobias Louis,male,1,24
567,567,Merita Schmitt,female,1,28
568,568,Carmen Olivier,female,4,24
569,569,August Bonnet,male,4,2
570,570,Léonard Denis,male,3,34
571,571,Hasan Andre,male,1,26
572,572,Mehdi Bertrand,male,1,18
573,573,Ruth Vidal,female,4,24
574,574,Lise Laurent,female,4,30
575,575,Lana Gaillard,female,4,24
576,576,Yannik Leclercq,male,3,28
577,577,Rico Richard,male,4,25
578,578,Leo Martin,male,2,15
579,579,Luca Durand,male,4,15
580,580,Agnieszka Jean,female,3,19
581,581,Romina Perez,female,1,23
582,582,Angélique Robin,female,4,10
583,583,Leona Denis,female,1,29
584,584,Martine Berger,female,1,34
585,585,Joseph Marie,male,4,3
586,586,Aurelio Schmitt,male,2,32
587,587,Mustafa Leroux,male,1,15
588,588,Mona Deschamps,female,2,1
589,589,Hedwig Chevalier,female,4,19
590,590,Valerio Guerin,male,1,12
591,591,Leyla Perrin,female,3,17
592,592,Adrian Simon,male,1,3
593,593,Irma Leroy,female,3,16
594,594,Benjamin Lefevre,male,2,1
595,595,Elizabeth Garcia,female,3,13
596,596,Denis Jean,male,3,24
597,597,Karen Lefebvre,female,4,31
598,598,Laurin Leroy,male,3,22
599,599,Fabrizio Rey,male,1,34
600,600,Jürgen Renaud,male,2,2
601,601,Manuel Petit,male,4,14
602,602,Erik Rey,male,2,16
603,603,Alisha Blanc,female,2,4
604,604,Jacqueline Dupuis,female,1,6
605,605,Klara Perrin,female,1,7
606,606,Markus Leroux,male,3,18
607,607,Benjamin David,male,2,14
608,608,Lucas Robin,male,1,17
609,609,Christian Lefevre,male,3,25
610,610,Irmgard Meunier,female,2,18
611,611,Flurin Lemoine,male,1,7
612,612,Émilie Lefebvre,female,2,13
613,613,Gabriella Riviere,female,4,22
614,614,Charlotte Arnaud,female,2,18
615,615,Désirée Brunet,female,4,10
616,616,Suzanne Michel,female,4,19
617,617,Xenia Roger,female,3,2
618,618,Antonino Gauthier,male,4,28
619,619,René Boyer,male,4,20
620,620,Patrik Faure,male,4,3
621,621,Josefa Nicolas,female,3,32
622,622,Maude Denis,female,2,32
623,623,Tino Moulin,male,1,22
624,624,Sylvain Leroux,male,2,5
625,625,Damiano Gautier,male,4,30
626,626,Mona Garnier,female,4,9
627,627,Maurizio Fontai,male,1,19
628,628,Francesca Bernard,female,2,20
629,629,Janine Bourgeois,female,1,14
630,630,Petra Perez,female,1,16
631,631,Patricia Fleury,female,1,31
632,632,Teresa Marie,female,4,33
633,633,Carmela Duval,female,1,3
634,634,Anaïs Da Silva,female,3,23
635,635,Alma Richard,female,1,31
636,636,Sandro Petit,male,3,1
637,637,Ryan Rolland,male,4,5
638,638,Boris Rolland,male,3,28
639,639,Theodor Perrin,male,1,12
640,640,Sylviane Robert,female,4,1
641,641,Raymonde Lambert,female,2,24
642,642,Inge Renard,female,4,21
643,643,Dominique Denis,male,1,24
644,644,Elias Garcia,male,3,25
645,645,Debora Lacroix,female,1,10
646,646,Saskia Leclerc,female,4,24
647,647,Leona Dupuis,female,4,9
648,648,Yvan Fabre,male,3,26
649,649,Hassan Deschamps,male,3,10
650,650,Elia Clement,male,1,26
651,651,Miroslav Moulin,male,3,25
652,652,Fritz Mercier,male,3,24
653,653,Fernand Martin,male,3,12
654,654,Pius Le Gall,male,4,3
655,655,Magdalena Clement,female,2,32
656,656,Luzia Muller,female,3,1
657,657,Nuno Dupont,male,4,27
658,658,Roy Robin,male,4,28
659,659,Rosa Petit,female,2,8
660,660,Gérald Menard,male,4,7
661,661,Alfred Sanchez,male,3,17
662,662,Léa Roy,female,1,25
663,663,Enya Andre,female,4,8
664,664,Cristian Roussel,male,3,2
665,665,Ricardo Colin,male,4,20
666,666,Chantal Lefevre,female,4,18
667,667,Ali Pierre,male,2,23
668,668,Nando Hubert,male,1,34
669,669,Peter Robert,male,1,28
670,670,Nelly Lemoine,female,3,14
671,671,Sonia Lopez,female,3,5
672,672,Yannick Morel,male,1,16
673,673,Florent Denis,male,1,32
674,674,Silvan Roche,male,1,13
675,675,Hüseyin Lucas,male,1,19
676,676,Elia Morel,male,4,12
677,677,Sasa Morel,male,1,21
678,678,Amelia Leroux,female,4,17
679,679,Emanuele Joly,male,4,12
680,680,Francisca Dupont,female,2,23
681,681,Lina Lopez,female,3,30
682,682,Lucy Da Silva,female,2,29
683,683,Giuseppe Le Gall,male,2,14
684,684,Margot Colin,female,4,11
685,685,Lidia Da Silva,female,3,9
686,686,Leana David,female,1,26
687,687,Melinda Muller,female,2,10
688,688,Gordana Denis,female,2,21
689,689,Marta Caron,female,1,11
690,690,Samuele Faure,male,2,23
691,691,Lilly Bourgeois,female,3,7
692,692,Steve Picard,male,3,24
693,693,Arlette Dumas,female,2,11
694,694,Lucienne Deschamps,female,3,6
695,695,Noémie Lecomte,female,3,11
696,696,Gerhard David,male,4,1
697,697,Marlyse Nguyen,female,2,10
698,698,Toni Brun,male,1,2
699,699,Aldo Jean,male,3,8
700,700,Emir Lecomte,male,4,7
701,701,Alessandro Moreau,male,3,32
702,702,Lionel Duval,male,4,6
703,703,Henriette Andre,female,4,34
704,704,Gloria Leclerc,female,2,16
705,705,Théo Caron,male,4,22
706,706,Joël Carpentier,male,2,11
707,707,Ute Deschamps,female,1,15
708,708,Bertha Leclerc,female,4,22
709,709,Annelies Gaillard,female,1,21
710,710,Francisca Vidal,female,3,26
711,711,Marguerite Charles,female,3,33
712,712,Luca Leroy,male,4,26
713,713,Lukas Moreau,male,4,18
714,714,Luka Fabre,male,3,2
715,715,Liliane Moreau,female,2,34
716,716,Gabrielle Rodriguez,female,1,8
717,717,Melinda Dubois,female,1,27
718,718,Ekaterina Durand,female,4,8
719,719,Stefano Olivier,male,3,1
720,720,Nuno Laurent,male,3,34
721,721,Louis Garcia,male,3,29
722,722,Maurizio Nicolas,male,1,12
723,723,Mehmet Masson,male,2,12
724,724,Carole Garnier,female,1,26
725,725,Melinda Blanc,female,3,2
726,726,Milos Andre,male,1,16
727,727,Lilly Blanchard,female,1,4
728,728,Karolina Dubois,female,4,23
729,729,Claude Francois,female,4,33
730,730,Mateo Colin,male,4,14
731,731,Josefine Hubert,female,3,19
732,732,Ernest Carpentier,male,3,16
733,733,Boris Guillaume,male,4,12
734,734,Tamara Lemaire,female,4,22
735,735,Sacha Jean,male,2,33
736,736,Marcel Philippe,male,1,33
737,737,Helena Vidal,female,3,2
738,738,Gerda Leroy,female,3,4
739,739,Jürg Bonnet,male,1,32
740,740,Marianne Dufour,female,1,15
741,741,Joana Dumont,female,4,7
